timestamp_s,dt_s,pitch_setpoint,pitch_measurement,pitch_control,roll_setpoint,roll_measurement,roll_control,yaw_setpoint,yaw_measurement,yaw_control
0.661,0.000,0.000,0.030,0.000,0.000,-0.042,0.000,0.000,-4.428,0.000
0.663,0.001,0.000,0.030,0.000,0.000,-0.042,0.000,0.000,-4.428,0.000
0.665,0.001,0.000,0.030,0.000,0.000,-0.041,0.000,0.000,-4.428,0.000
0.666,0.000,0.000,0.030,0.000,0.000,-0.041,0.000,0.000,-4.428,0.000
0.681,0.001,0.000,0.031,0.000,0.000,-0.041,0.000,0.000,-4.428,0.000
0.682,0.000,0.000,0.031,0.000,0.000,-0.041,0.000,0.000,-4.428,0.000
0.684,0.001,0.000,0.031,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.686,0.001,0.000,0.031,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.687,0.000,0.000,0.031,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.689,0.001,0.000,0.031,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.691,0.001,0.000,0.031,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.692,0.000,0.000,0.031,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.707,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.708,0.000,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.710,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.712,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.713,0.000,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.715,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.717,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.731,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.732,0.000,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.734,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.427,0.000
0.736,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.427,0.000
0.737,0.000,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.427,0.000
0.739,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.427,0.000
0.741,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.427,0.000
0.742,0.000,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.427,0.000
0.757,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.758,0.000,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.760,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.762,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.763,0.000,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.765,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.767,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.781,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.783,0.001,0.000,0.029,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.784,0.000,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.786,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.788,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.789,0.000,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.791,0.001,0.000,0.030,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.809,0.001,0.000,0.032,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.811,0.001,0.000,0.032,0.000,0.000,-0.040,0.000,0.000,-4.428,0.000
0.812,0.000,0.000,0.033,0.000,0.000,-0.039,0.000,0.000,-4.428,0.000
0.814,0.001,0.000,0.033,0.000,0.000,-0.039,0.000,0.000,-4.428,0.000
0.816,0.001,0.000,0.033,0.000,0.000,-0.039,0.000,0.000,-4.428,0.000
0.817,0.000,0.000,0.033,0.000,0.000,-0.039,0.000,0.000,-4.428,0.000
0.819,0.001,0.000,0.034,0.000,0.000,-0.039,0.000,0.000,-4.428,0.000
0.821,0.001,0.000,0.034,0.000,0.000,-0.039,0.000,0.000,-4.428,0.000
0.835,0.001,0.000,0.036,0.000,0.000,-0.038,0.000,0.000,-4.428,0.000
0.836,0.000,0.000,0.036,0.000,0.000,-0.038,0.000,0.000,-4.428,0.000
0.838,0.000,0.000,0.036,0.000,0.000,-0.038,0.000,0.000,-4.428,0.000
0.840,0.001,0.000,0.036,0.000,0.000,-0.038,0.000,0.000,-4.428,0.000
0.842,0.001,0.000,0.036,0.000,0.000,-0.038,0.000,0.000,-4.428,0.000
0.843,0.000,0.000,0.037,0.000,0.000,-0.038,0.000,0.000,-4.428,0.000
0.845,0.001,0.000,0.037,0.000,0.000,-0.038,0.000,0.000,-4.428,0.000
0.859,0.001,0.000,0.038,0.000,0.000,-0.036,0.000,0.000,-4.428,0.000
0.861,0.001,0.000,0.038,0.000,0.000,-0.036,0.000,0.000,-4.428,0.000
0.863,0.001,0.000,0.038,0.000,0.000,-0.036,0.000,0.000,-4.428,0.000
0.864,0.001,0.000,0.038,0.000,0.000,-0.036,0.000,0.000,-4.428,0.000
0.866,0.001,0.000,0.039,0.000,0.000,-0.036,0.000,0.000,-4.428,0.000
0.867,0.000,0.000,0.039,0.000,0.000,-0.036,0.000,0.000,-4.428,0.000
0.869,0.000,0.000,0.039,0.000,0.000,-0.036,0.000,0.000,-4.428,0.000
0.871,0.001,0.000,0.039,0.000,0.000,-0.036,0.000,0.000,-4.428,0.000
0.885,0.001,0.000,0.040,0.000,0.000,-0.035,0.000,0.000,-4.428,0.000
0.887,0.001,0.000,0.041,0.000,0.000,-0.035,0.000,0.000,-4.428,0.000
0.888,0.000,0.000,0.041,0.000,0.000,-0.034,0.000,0.000,-4.428,0.000
0.890,0.001,0.000,0.041,0.000,0.000,-0.034,0.000,0.000,-4.428,0.000
0.892,0.001,0.000,0.041,0.000,0.000,-0.034,0.000,0.000,-4.428,0.000
0.893,0.000,0.000,0.041,0.000,0.000,-0.034,0.000,0.000,-4.428,0.000
0.895,0.001,0.000,0.041,0.000,0.000,-0.034,0.000,0.000,-4.428,0.000
0.909,0.000,0.000,0.042,0.000,0.000,-0.033,0.000,0.000,-4.428,0.000
0.911,0.001,0.000,0.043,0.000,0.000,-0.033,0.000,0.000,-4.428,0.000
0.913,0.001,0.000,0.043,0.000,0.000,-0.033,0.000,0.000,-4.428,0.000
0.914,0.000,0.000,0.043,0.000,0.000,-0.033,0.000,0.000,-4.428,0.000
0.916,0.001,0.000,0.043,0.000,0.000,-0.033,0.000,0.000,-4.428,0.000
